threshold,tp,fp,fn,precision,recall,f1,target,benign_removed
0.000972,0,18,2,0.0,0.0,0.0,2,40
0.0009739999999999999,0,18,2,0.0,0.0,0.0,2,40
0.000976,0,18,2,0.0,0.0,0.0,2,40
0.000978,0,18,2,0.0,0.0,0.0,2,40
0.00098,0,18,2,0.0,0.0,0.0,2,40
0.000982,0,18,2,0.0,0.0,0.0,2,40
0.0009839999999999998,0,18,2,0.0,0.0,0.0,2,40
0.000986,0,18,2,0.0,0.0,0.0,2,40
0.000988,0,18,2,0.0,0.0,0.0,2,40
0.00099,0,18,2,0.0,0.0,0.0,2,40
0.000992,0,18,2,0.0,0.0,0.0,2,40
0.0009939999999999999,0,18,2,0.0,0.0,0.0,2,40
0.000996,0,18,2,0.0,0.0,0.0,2,40
0.000998,0,18,2,0.0,0.0,0.0,2,40
0.001,0,18,2,0.0,0.0,0.0,2,40
0.0010019999999999999,0,18,2,0.0,0.0,0.0,2,40
0.001004,0,18,2,0.0,0.0,0.0,2,40
0.001006,0,18,2,0.0,0.0,0.0,2,40
0.001008,0,18,2,0.0,0.0,0.0,2,40
0.00101,0,18,2,0.0,0.0,0.0,2,40
0.0010119999999999999,0,18,2,0.0,0.0,0.0,2,40
0.001014,0,18,2,0.0,0.0,0.0,2,40
0.001016,0,18,2,0.0,0.0,0.0,2,40
0.001018,0,18,2,0.0,0.0,0.0,2,40
0.0010199999999999999,0,18,2,0.0,0.0,0.0,2,40
0.001022,0,18,2,0.0,0.0,0.0,2,40
0.001024,0,18,2,0.0,0.0,0.0,2,40
0.001026,0,18,2,0.0,0.0,0.0,2,40
0.001028,0,18,2,0.0,0.0,0.0,2,40
0.0010299999999999999,0,18,2,0.0,0.0,0.0,2,40
0.001032,0,18,2,0.0,0.0,0.0,2,40
0.001034,0,18,2,0.0,0.0,0.0,2,40
0.001036,0,18,2,0.0,0.0,0.0,2,40
0.0010379999999999999,0,17,2,0.0,0.0,0.0,2,41
0.00104,0,17,2,0.0,0.0,0.0,2,41
0.001042,0,17,2,0.0,0.0,0.0,2,41
0.001044,0,17,2,0.0,0.0,0.0,2,41
0.001046,0,17,2,0.0,0.0,0.0,2,41
0.0010479999999999999,0,17,2,0.0,0.0,0.0,2,41
0.00105,0,17,2,0.0,0.0,0.0,2,41
0.001052,0,17,2,0.0,0.0,0.0,2,41
0.001054,0,17,2,0.0,0.0,0.0,2,41
0.0010559999999999999,0,17,2,0.0,0.0,0.0,2,41
0.001058,0,17,2,0.0,0.0,0.0,2,41
0.00106,0,17,2,0.0,0.0,0.0,2,41
0.001062,0,17,2,0.0,0.0,0.0,2,41
0.001064,0,17,2,0.0,0.0,0.0,2,41
0.0010659999999999999,0,17,2,0.0,0.0,0.0,2,41
0.001068,0,17,2,0.0,0.0,0.0,2,41
0.00107,0,17,2,0.0,0.0,0.0,2,41
0.001072,0,17,2,0.0,0.0,0.0,2,41
0.0010739999999999999,0,17,2,0.0,0.0,0.0,2,41
0.001076,0,17,2,0.0,0.0,0.0,2,41
0.001078,0,17,2,0.0,0.0,0.0,2,41
0.00108,0,17,2,0.0,0.0,0.0,2,41
0.0010819999999999998,0,17,2,0.0,0.0,0.0,2,41
0.001084,0,17,2,0.0,0.0,0.0,2,41
0.001086,0,17,2,0.0,0.0,0.0,2,41
0.001088,0,17,2,0.0,0.0,0.0,2,41
0.00109,0,17,2,0.0,0.0,0.0,2,41
0.0010919999999999999,0,17,2,0.0,0.0,0.0,2,41
0.001094,0,17,2,0.0,0.0,0.0,2,41
0.001096,0,17,2,0.0,0.0,0.0,2,41
0.001098,0,17,2,0.0,0.0,0.0,2,41
0.0010999999999999998,0,17,2,0.0,0.0,0.0,2,41
0.001102,0,17,2,0.0,0.0,0.0,2,41
0.001104,0,17,2,0.0,0.0,0.0,2,41
0.001106,0,17,2,0.0,0.0,0.0,2,41
0.001108,0,17,2,0.0,0.0,0.0,2,41
0.0011099999999999999,0,17,2,0.0,0.0,0.0,2,41
0.001112,0,17,2,0.0,0.0,0.0,2,41
0.001114,0,17,2,0.0,0.0,0.0,2,41
0.001116,0,17,2,0.0,0.0,0.0,2,41
0.0011179999999999999,0,17,2,0.0,0.0,0.0,2,41
0.00112,0,17,2,0.0,0.0,0.0,2,41
0.001122,0,17,2,0.0,0.0,0.0,2,41
0.001124,0,17,2,0.0,0.0,0.0,2,41
0.001126,0,17,2,0.0,0.0,0.0,2,41
0.0011279999999999999,0,17,2,0.0,0.0,0.0,2,41
0.00113,0,17,2,0.0,0.0,0.0,2,41
0.001132,0,17,2,0.0,0.0,0.0,2,41
0.001134,0,17,2,0.0,0.0,0.0,2,41
0.0011359999999999999,0,17,2,0.0,0.0,0.0,2,41
0.001138,0,16,2,0.0,0.0,0.0,2,42
0.00114,0,16,2,0.0,0.0,0.0,2,42
0.001142,0,16,2,0.0,0.0,0.0,2,42
0.001144,0,16,2,0.0,0.0,0.0,2,42
0.0011459999999999999,0,16,2,0.0,0.0,0.0,2,42
0.001148,0,16,2,0.0,0.0,0.0,2,42
0.00115,0,16,2,0.0,0.0,0.0,2,42
0.001152,0,16,2,0.0,0.0,0.0,2,42
0.0011539999999999999,0,16,2,0.0,0.0,0.0,2,42
0.001156,0,16,2,0.0,0.0,0.0,2,42
0.001158,0,16,2,0.0,0.0,0.0,2,42
0.00116,0,16,2,0.0,0.0,0.0,2,42
0.001162,0,16,2,0.0,0.0,0.0,2,42
0.0011639999999999999,0,16,2,0.0,0.0,0.0,2,42
0.001166,0,16,2,0.0,0.0,0.0,2,42
0.001168,0,16,2,0.0,0.0,0.0,2,42
0.00117,0,16,2,0.0,0.0,0.0,2,42
0.0011719999999999999,0,16,2,0.0,0.0,0.0,2,42
0.001174,0,16,2,0.0,0.0,0.0,2,42
0.001176,0,16,2,0.0,0.0,0.0,2,42
0.001178,0,16,2,0.0,0.0,0.0,2,42
0.0011799999999999998,0,16,2,0.0,0.0,0.0,2,42
0.0011819999999999999,0,16,2,0.0,0.0,0.0,2,42
0.001184,0,16,2,0.0,0.0,0.0,2,42
0.001186,0,16,2,0.0,0.0,0.0,2,42
0.001188,0,16,2,0.0,0.0,0.0,2,42
0.0011899999999999999,0,16,2,0.0,0.0,0.0,2,42
0.001192,0,16,2,0.0,0.0,0.0,2,42
0.001194,0,16,2,0.0,0.0,0.0,2,42
0.001196,0,16,2,0.0,0.0,0.0,2,42
0.0011979999999999998,0,16,2,0.0,0.0,0.0,2,42
0.0012,0,16,2,0.0,0.0,0.0,2,42
0.001202,0,16,2,0.0,0.0,0.0,2,42
0.001204,0,16,2,0.0,0.0,0.0,2,42
0.001206,0,16,2,0.0,0.0,0.0,2,42
0.0012079999999999999,0,16,2,0.0,0.0,0.0,2,42
0.00121,0,16,2,0.0,0.0,0.0,2,42
0.001212,0,16,2,0.0,0.0,0.0,2,42
0.001214,0,16,2,0.0,0.0,0.0,2,42
0.0012159999999999999,0,16,2,0.0,0.0,0.0,2,42
0.001218,0,16,2,0.0,0.0,0.0,2,42
0.00122,0,16,2,0.0,0.0,0.0,2,42
0.001222,0,16,2,0.0,0.0,0.0,2,42
0.001224,0,16,2,0.0,0.0,0.0,2,42
0.0012259999999999999,0,16,2,0.0,0.0,0.0,2,42
0.001228,0,16,2,0.0,0.0,0.0,2,42
0.00123,0,16,2,0.0,0.0,0.0,2,42
0.001232,0,16,2,0.0,0.0,0.0,2,42
0.0012339999999999999,0,16,2,0.0,0.0,0.0,2,42
0.001236,0,16,2,0.0,0.0,0.0,2,42
0.001238,0,16,2,0.0,0.0,0.0,2,42
0.00124,0,16,2,0.0,0.0,0.0,2,42
0.001242,0,16,2,0.0,0.0,0.0,2,42
0.0012439999999999999,0,16,2,0.0,0.0,0.0,2,42
0.001246,0,16,2,0.0,0.0,0.0,2,42
0.001248,0,16,2,0.0,0.0,0.0,2,42
0.00125,0,16,2,0.0,0.0,0.0,2,42
0.0012519999999999999,0,16,2,0.0,0.0,0.0,2,42
0.001254,0,16,2,0.0,0.0,0.0,2,42
0.001256,0,16,2,0.0,0.0,0.0,2,42
0.001258,0,16,2,0.0,0.0,0.0,2,42
0.0012599999999999998,0,16,2,0.0,0.0,0.0,2,42
0.0012619999999999999,0,16,2,0.0,0.0,0.0,2,42
0.001264,0,16,2,0.0,0.0,0.0,2,42
0.001266,0,16,2,0.0,0.0,0.0,2,42
0.001268,0,16,2,0.0,0.0,0.0,2,42
0.0012699999999999999,0,16,2,0.0,0.0,0.0,2,42
0.001272,0,16,2,0.0,0.0,0.0,2,42
0.001274,0,16,2,0.0,0.0,0.0,2,42
0.001276,0,16,2,0.0,0.0,0.0,2,42
0.0012779999999999998,0,16,2,0.0,0.0,0.0,2,42
0.0012799999999999999,0,16,2,0.0,0.0,0.0,2,42
0.001282,0,16,2,0.0,0.0,0.0,2,42
0.001284,0,16,2,0.0,0.0,0.0,2,42
0.001286,0,16,2,0.0,0.0,0.0,2,42
0.0012879999999999999,0,16,2,0.0,0.0,0.0,2,42
0.00129,0,16,2,0.0,0.0,0.0,2,42
0.001292,0,16,2,0.0,0.0,0.0,2,42
0.001294,0,16,2,0.0,0.0,0.0,2,42
0.0012959999999999998,0,16,2,0.0,0.0,0.0,2,42
0.001298,0,16,2,0.0,0.0,0.0,2,42
0.0013,0,16,2,0.0,0.0,0.0,2,42
0.001302,0,16,2,0.0,0.0,0.0,2,42
0.001304,0,16,2,0.0,0.0,0.0,2,42
0.0013059999999999999,0,16,2,0.0,0.0,0.0,2,42
0.001308,0,16,2,0.0,0.0,0.0,2,42
0.00131,0,16,2,0.0,0.0,0.0,2,42
0.001312,0,16,2,0.0,0.0,0.0,2,42
0.0013139999999999998,0,16,2,0.0,0.0,0.0,2,42
0.001316,0,16,2,0.0,0.0,0.0,2,42
0.001318,0,16,2,0.0,0.0,0.0,2,42
0.00132,0,16,2,0.0,0.0,0.0,2,42
0.001322,0,16,2,0.0,0.0,0.0,2,42
0.0013239999999999999,0,16,2,0.0,0.0,0.0,2,42
0.001326,0,16,2,0.0,0.0,0.0,2,42
0.001328,0,16,2,0.0,0.0,0.0,2,42
0.00133,0,16,2,0.0,0.0,0.0,2,42
0.0013319999999999999,0,16,2,0.0,0.0,0.0,2,42
0.001334,0,16,2,0.0,0.0,0.0,2,42
0.001336,0,16,2,0.0,0.0,0.0,2,42
0.001338,0,16,2,0.0,0.0,0.0,2,42
0.00134,0,16,2,0.0,0.0,0.0,2,42
0.0013419999999999999,0,16,2,0.0,0.0,0.0,2,42
0.001344,0,16,2,0.0,0.0,0.0,2,42
0.001346,0,16,2,0.0,0.0,0.0,2,42
0.001348,0,16,2,0.0,0.0,0.0,2,42
0.0013499999999999999,0,16,2,0.0,0.0,0.0,2,42
0.001352,0,16,2,0.0,0.0,0.0,2,42
0.001354,0,16,2,0.0,0.0,0.0,2,42
0.001356,0,16,2,0.0,0.0,0.0,2,42
0.0013579999999999998,0,16,2,0.0,0.0,0.0,2,42
0.0013599999999999999,0,16,2,0.0,0.0,0.0,2,42
0.001362,0,16,2,0.0,0.0,0.0,2,42
0.001364,0,16,2,0.0,0.0,0.0,2,42
0.001366,0,16,2,0.0,0.0,0.0,2,42
0.0013679999999999999,0,16,2,0.0,0.0,0.0,2,42
0.00137,0,16,2,0.0,0.0,0.0,2,42
0.001372,0,16,2,0.0,0.0,0.0,2,42
0.001374,0,16,2,0.0,0.0,0.0,2,42
0.0013759999999999998,0,16,2,0.0,0.0,0.0,2,42
0.0013779999999999999,0,16,2,0.0,0.0,0.0,2,42
0.00138,0,16,2,0.0,0.0,0.0,2,42
0.001382,0,16,2,0.0,0.0,0.0,2,42
0.001384,0,16,2,0.0,0.0,0.0,2,42
0.0013859999999999999,0,16,2,0.0,0.0,0.0,2,42
0.001388,0,16,2,0.0,0.0,0.0,2,42
0.00139,0,16,2,0.0,0.0,0.0,2,42
0.001392,0,16,2,0.0,0.0,0.0,2,42
0.0013939999999999998,0,16,2,0.0,0.0,0.0,2,42
0.0013959999999999999,0,16,2,0.0,0.0,0.0,2,42
0.001398,0,16,2,0.0,0.0,0.0,2,42
0.0014,0,16,2,0.0,0.0,0.0,2,42
0.001402,0,16,2,0.0,0.0,0.0,2,42
0.0014039999999999999,0,16,2,0.0,0.0,0.0,2,42
0.001406,0,16,2,0.0,0.0,0.0,2,42
0.001408,0,16,2,0.0,0.0,0.0,2,42
0.00141,0,16,2,0.0,0.0,0.0,2,42
0.0014119999999999998,0,16,2,0.0,0.0,0.0,2,42
0.001414,0,16,2,0.0,0.0,0.0,2,42
0.001416,0,16,2,0.0,0.0,0.0,2,42
0.001418,0,16,2,0.0,0.0,0.0,2,42
0.00142,0,16,2,0.0,0.0,0.0,2,42
0.0014219999999999999,0,16,2,0.0,0.0,0.0,2,42
0.001424,0,16,2,0.0,0.0,0.0,2,42
0.001426,0,16,2,0.0,0.0,0.0,2,42
0.001428,0,16,2,0.0,0.0,0.0,2,42
0.0014299999999999998,0,16,2,0.0,0.0,0.0,2,42
0.001432,0,16,2,0.0,0.0,0.0,2,42
0.001434,0,16,2,0.0,0.0,0.0,2,42
0.001436,0,16,2,0.0,0.0,0.0,2,42
0.001438,0,16,2,0.0,0.0,0.0,2,42
0.0014399999999999999,0,16,2,0.0,0.0,0.0,2,42
0.001442,0,16,2,0.0,0.0,0.0,2,42
0.001444,0,16,2,0.0,0.0,0.0,2,42
0.001446,0,16,2,0.0,0.0,0.0,2,42
0.0014479999999999999,0,16,2,0.0,0.0,0.0,2,42
0.00145,0,16,2,0.0,0.0,0.0,2,42
0.001452,0,16,2,0.0,0.0,0.0,2,42
0.001454,0,16,2,0.0,0.0,0.0,2,42
0.0014559999999999998,0,16,2,0.0,0.0,0.0,2,42
0.0014579999999999999,0,16,2,0.0,0.0,0.0,2,42
0.00146,0,16,2,0.0,0.0,0.0,2,42
0.001462,0,16,2,0.0,0.0,0.0,2,42
0.001464,0,16,2,0.0,0.0,0.0,2,42
0.0014659999999999999,0,16,2,0.0,0.0,0.0,2,42
0.001468,0,16,2,0.0,0.0,0.0,2,42
0.00147,0,16,2,0.0,0.0,0.0,2,42
0.001472,0,16,2,0.0,0.0,0.0,2,42
0.0014739999999999998,0,16,2,0.0,0.0,0.0,2,42
0.0014759999999999999,0,16,2,0.0,0.0,0.0,2,42
0.001478,0,16,2,0.0,0.0,0.0,2,42
0.00148,0,16,2,0.0,0.0,0.0,2,42
0.001482,0,16,2,0.0,0.0,0.0,2,42
0.0014839999999999999,0,16,2,0.0,0.0,0.0,2,42
0.001486,0,16,2,0.0,0.0,0.0,2,42
0.001488,0,16,2,0.0,0.0,0.0,2,42
0.00149,0,16,2,0.0,0.0,0.0,2,42
0.0014919999999999998,0,16,2,0.0,0.0,0.0,2,42
0.0014939999999999999,0,16,2,0.0,0.0,0.0,2,42
0.001496,0,16,2,0.0,0.0,0.0,2,42
0.001498,0,16,2,0.0,0.0,0.0,2,42
0.0015,0,16,2,0.0,0.0,0.0,2,42
0.0015019999999999999,0,16,2,0.0,0.0,0.0,2,42
0.001504,0,16,2,0.0,0.0,0.0,2,42
0.001506,0,16,2,0.0,0.0,0.0,2,42
0.001508,0,16,2,0.0,0.0,0.0,2,42
0.0015099999999999998,0,16,2,0.0,0.0,0.0,2,42
0.0015119999999999999,0,16,2,0.0,0.0,0.0,2,42
0.001514,0,16,2,0.0,0.0,0.0,2,42
0.001516,0,16,2,0.0,0.0,0.0,2,42
0.001518,0,16,2,0.0,0.0,0.0,2,42
0.0015199999999999999,0,16,2,0.0,0.0,0.0,2,42
0.001522,0,16,2,0.0,0.0,0.0,2,42
0.001524,0,16,2,0.0,0.0,0.0,2,42
0.001526,0,16,2,0.0,0.0,0.0,2,42
0.0015279999999999998,0,16,2,0.0,0.0,0.0,2,42
0.00153,0,16,2,0.0,0.0,0.0,2,42
0.001532,0,16,2,0.0,0.0,0.0,2,42
0.001534,0,16,2,0.0,0.0,0.0,2,42
0.001536,0,16,2,0.0,0.0,0.0,2,42
0.0015379999999999999,0,16,2,0.0,0.0,0.0,2,42
0.00154,0,16,2,0.0,0.0,0.0,2,42
0.001542,0,16,2,0.0,0.0,0.0,2,42
0.001544,0,16,2,0.0,0.0,0.0,2,42
0.0015459999999999998,0,16,2,0.0,0.0,0.0,2,42
0.001548,0,16,2,0.0,0.0,0.0,2,42
0.00155,0,16,2,0.0,0.0,0.0,2,42
0.001552,0,16,2,0.0,0.0,0.0,2,42
0.0015539999999999998,0,16,2,0.0,0.0,0.0,2,42
0.0015559999999999999,0,16,2,0.0,0.0,0.0,2,42
0.001558,0,16,2,0.0,0.0,0.0,2,42
0.00156,0,16,2,0.0,0.0,0.0,2,42
0.001562,0,16,2,0.0,0.0,0.0,2,42
0.0015639999999999999,0,16,2,0.0,0.0,0.0,2,42
0.001566,0,16,2,0.0,0.0,0.0,2,42
0.001568,0,16,2,0.0,0.0,0.0,2,42
0.00157,0,16,2,0.0,0.0,0.0,2,42
0.0015719999999999998,0,16,2,0.0,0.0,0.0,2,42
0.0015739999999999999,0,16,2,0.0,0.0,0.0,2,42
0.001576,0,16,2,0.0,0.0,0.0,2,42
0.001578,0,16,2,0.0,0.0,0.0,2,42
0.00158,0,16,2,0.0,0.0,0.0,2,42
0.0015819999999999999,0,16,2,0.0,0.0,0.0,2,42
0.001584,0,16,2,0.0,0.0,0.0,2,42
0.001586,0,16,2,0.0,0.0,0.0,2,42
0.001588,0,16,2,0.0,0.0,0.0,2,42
0.0015899999999999998,0,16,2,0.0,0.0,0.0,2,42
0.0015919999999999999,0,16,2,0.0,0.0,0.0,2,42
0.001594,0,16,2,0.0,0.0,0.0,2,42
0.001596,0,16,2,0.0,0.0,0.0,2,42
0.001598,0,16,2,0.0,0.0,0.0,2,42
0.0015999999999999999,0,16,2,0.0,0.0,0.0,2,42
0.001602,0,16,2,0.0,0.0,0.0,2,42
0.001604,0,16,2,0.0,0.0,0.0,2,42
0.001606,0,16,2,0.0,0.0,0.0,2,42
0.0016079999999999998,0,16,2,0.0,0.0,0.0,2,42
0.0016099999999999999,0,16,2,0.0,0.0,0.0,2,42
0.001612,0,16,2,0.0,0.0,0.0,2,42
0.001614,0,16,2,0.0,0.0,0.0,2,42
0.001616,0,16,2,0.0,0.0,0.0,2,42
0.0016179999999999999,0,16,2,0.0,0.0,0.0,2,42
0.00162,0,16,2,0.0,0.0,0.0,2,42
0.001622,0,16,2,0.0,0.0,0.0,2,42
0.001624,0,16,2,0.0,0.0,0.0,2,42
0.0016259999999999998,0,16,2,0.0,0.0,0.0,2,42
0.0016279999999999999,0,16,2,0.0,0.0,0.0,2,42
0.00163,0,16,2,0.0,0.0,0.0,2,42
0.001632,0,16,2,0.0,0.0,0.0,2,42
0.0016339999999999998,0,16,2,0.0,0.0,0.0,2,42
0.0016359999999999999,0,16,2,0.0,0.0,0.0,2,42
0.001638,0,16,2,0.0,0.0,0.0,2,42
0.00164,0,16,2,0.0,0.0,0.0,2,42
0.001642,0,16,2,0.0,0.0,0.0,2,42
0.0016439999999999998,0,16,2,0.0,0.0,0.0,2,42
0.001646,0,16,2,0.0,0.0,0.0,2,42
0.001648,0,16,2,0.0,0.0,0.0,2,42
0.00165,0,16,2,0.0,0.0,0.0,2,42
0.0016519999999999998,0,16,2,0.0,0.0,0.0,2,42
0.0016539999999999999,0,16,2,0.0,0.0,0.0,2,42
0.001656,0,16,2,0.0,0.0,0.0,2,42
0.001658,0,16,2,0.0,0.0,0.0,2,42
0.00166,0,16,2,0.0,0.0,0.0,2,42
0.0016619999999999998,0,16,2,0.0,0.0,0.0,2,42
0.001664,0,16,2,0.0,0.0,0.0,2,42
0.001666,0,16,2,0.0,0.0,0.0,2,42
0.001668,0,16,2,0.0,0.0,0.0,2,42
0.0016699999999999998,0,16,2,0.0,0.0,0.0,2,42
0.0016719999999999999,0,16,2,0.0,0.0,0.0,2,42
0.001674,0,16,2,0.0,0.0,0.0,2,42
0.001676,0,16,2,0.0,0.0,0.0,2,42
0.001678,0,16,2,0.0,0.0,0.0,2,42
0.0016799999999999999,0,16,2,0.0,0.0,0.0,2,42
0.001682,0,16,2,0.0,0.0,0.0,2,42
0.001684,0,16,2,0.0,0.0,0.0,2,42
0.001686,0,16,2,0.0,0.0,0.0,2,42
0.0016879999999999998,0,16,2,0.0,0.0,0.0,2,42
0.0016899999999999999,0,16,2,0.0,0.0,0.0,2,42
0.001692,0,16,2,0.0,0.0,0.0,2,42
0.001694,0,16,2,0.0,0.0,0.0,2,42
0.001696,0,14,2,0.0,0.0,0.0,2,44
0.0016979999999999999,0,14,2,0.0,0.0,0.0,2,44
0.0017,0,14,2,0.0,0.0,0.0,2,44
0.001702,0,14,2,0.0,0.0,0.0,2,44
0.001704,0,14,2,0.0,0.0,0.0,2,44
0.0017059999999999998,0,14,2,0.0,0.0,0.0,2,44
0.0017079999999999999,0,14,2,0.0,0.0,0.0,2,44
0.00171,0,14,2,0.0,0.0,0.0,2,44
0.001712,0,14,2,0.0,0.0,0.0,2,44
0.001714,0,14,2,0.0,0.0,0.0,2,44
0.0017159999999999999,0,14,2,0.0,0.0,0.0,2,44
0.001718,0,14,2,0.0,0.0,0.0,2,44
0.00172,0,14,2,0.0,0.0,0.0,2,44
0.001722,0,14,2,0.0,0.0,0.0,2,44
0.0017239999999999998,0,14,2,0.0,0.0,0.0,2,44
0.0017259999999999999,0,14,2,0.0,0.0,0.0,2,44
0.001728,0,14,2,0.0,0.0,0.0,2,44
0.00173,0,14,2,0.0,0.0,0.0,2,44
0.0017319999999999998,0,14,2,0.0,0.0,0.0,2,44
0.0017339999999999999,0,14,2,0.0,0.0,0.0,2,44
0.001736,0,14,2,0.0,0.0,0.0,2,44
0.001738,0,14,2,0.0,0.0,0.0,2,44
0.00174,0,14,2,0.0,0.0,0.0,2,44
0.0017419999999999998,0,14,2,0.0,0.0,0.0,2,44
0.0017439999999999999,0,14,2,0.0,0.0,0.0,2,44
0.001746,0,14,2,0.0,0.0,0.0,2,44
0.001748,0,14,2,0.0,0.0,0.0,2,44
0.0017499999999999998,0,14,2,0.0,0.0,0.0,2,44
0.0017519999999999999,0,14,2,0.0,0.0,0.0,2,44
0.001754,0,14,2,0.0,0.0,0.0,2,44
0.001756,0,14,2,0.0,0.0,0.0,2,44
0.001758,0,14,2,0.0,0.0,0.0,2,44
0.0017599999999999998,0,14,2,0.0,0.0,0.0,2,44
0.001762,0,14,2,0.0,0.0,0.0,2,44
0.001764,0,14,2,0.0,0.0,0.0,2,44
0.001766,0,14,2,0.0,0.0,0.0,2,44
0.0017679999999999998,0,14,2,0.0,0.0,0.0,2,44
0.0017699999999999999,0,14,2,0.0,0.0,0.0,2,44
0.001772,0,14,2,0.0,0.0,0.0,2,44
0.001774,0,14,2,0.0,0.0,0.0,2,44
0.001776,0,14,2,0.0,0.0,0.0,2,44
0.0017779999999999998,0,14,2,0.0,0.0,0.0,2,44
0.00178,0,14,2,0.0,0.0,0.0,2,44
0.001782,0,14,2,0.0,0.0,0.0,2,44
0.001784,0,14,2,0.0,0.0,0.0,2,44
0.0017859999999999998,0,14,2,0.0,0.0,0.0,2,44
0.0017879999999999999,0,14,2,0.0,0.0,0.0,2,44
0.00179,0,14,2,0.0,0.0,0.0,2,44
0.001792,0,14,2,0.0,0.0,0.0,2,44
0.001794,0,14,2,0.0,0.0,0.0,2,44
0.0017959999999999999,0,14,2,0.0,0.0,0.0,2,44
0.001798,0,14,2,0.0,0.0,0.0,2,44
0.0018,0,14,2,0.0,0.0,0.0,2,44
0.001802,0,14,2,0.0,0.0,0.0,2,44
0.0018039999999999998,0,14,2,0.0,0.0,0.0,2,44
0.0018059999999999999,0,14,2,0.0,0.0,0.0,2,44
0.001808,0,14,2,0.0,0.0,0.0,2,44
0.00181,0,14,2,0.0,0.0,0.0,2,44
0.001812,0,14,2,0.0,0.0,0.0,2,44
0.0018139999999999999,0,14,2,0.0,0.0,0.0,2,44
0.001816,0,14,2,0.0,0.0,0.0,2,44
0.001818,0,14,2,0.0,0.0,0.0,2,44
0.00182,0,14,2,0.0,0.0,0.0,2,44
0.0018219999999999998,0,14,2,0.0,0.0,0.0,2,44
0.0018239999999999999,0,14,2,0.0,0.0,0.0,2,44
0.001826,0,14,2,0.0,0.0,0.0,2,44
0.001828,0,14,2,0.0,0.0,0.0,2,44
0.0018299999999999998,0,14,2,0.0,0.0,0.0,2,44
0.0018319999999999999,0,14,2,0.0,0.0,0.0,2,44
0.001834,0,14,2,0.0,0.0,0.0,2,44
0.001836,0,14,2,0.0,0.0,0.0,2,44
0.001838,0,14,2,0.0,0.0,0.0,2,44
0.0018399999999999998,0,14,2,0.0,0.0,0.0,2,44
0.0018419999999999999,0,14,2,0.0,0.0,0.0,2,44
0.001844,0,14,2,0.0,0.0,0.0,2,44
0.001846,0,14,2,0.0,0.0,0.0,2,44
0.0018479999999999998,0,14,2,0.0,0.0,0.0,2,44
0.0018499999999999999,0,14,2,0.0,0.0,0.0,2,44
0.001852,0,14,2,0.0,0.0,0.0,2,44
0.001854,0,14,2,0.0,0.0,0.0,2,44
0.001856,0,14,2,0.0,0.0,0.0,2,44
0.0018579999999999998,0,14,2,0.0,0.0,0.0,2,44
0.0018599999999999999,0,14,2,0.0,0.0,0.0,2,44
0.001862,0,14,2,0.0,0.0,0.0,2,44
0.001864,0,14,2,0.0,0.0,0.0,2,44
0.0018659999999999998,0,14,2,0.0,0.0,0.0,2,44
0.0018679999999999999,0,14,2,0.0,0.0,0.0,2,44
0.00187,0,14,2,0.0,0.0,0.0,2,44
0.001872,0,14,2,0.0,0.0,0.0,2,44
0.001874,0,14,2,0.0,0.0,0.0,2,44
0.0018759999999999998,0,14,2,0.0,0.0,0.0,2,44
0.001878,0,14,2,0.0,0.0,0.0,2,44
0.00188,0,14,2,0.0,0.0,0.0,2,44
0.001882,0,14,2,0.0,0.0,0.0,2,44
0.0018839999999999998,0,14,2,0.0,0.0,0.0,2,44
0.0018859999999999999,0,14,2,0.0,0.0,0.0,2,44
0.001888,0,14,2,0.0,0.0,0.0,2,44
0.00189,0,14,2,0.0,0.0,0.0,2,44
0.001892,0,14,2,0.0,0.0,0.0,2,44
0.0018939999999999999,0,14,2,0.0,0.0,0.0,2,44
0.001896,0,14,2,0.0,0.0,0.0,2,44
0.001898,0,14,2,0.0,0.0,0.0,2,44
0.0019,0,14,2,0.0,0.0,0.0,2,44
0.0019019999999999998,0,14,2,0.0,0.0,0.0,2,44
0.0019039999999999999,0,14,2,0.0,0.0,0.0,2,44
0.001906,0,14,2,0.0,0.0,0.0,2,44
0.001908,0,14,2,0.0,0.0,0.0,2,44
0.0019099999999999998,0,14,2,0.0,0.0,0.0,2,44
0.0019119999999999999,0,14,2,0.0,0.0,0.0,2,44
0.001914,0,14,2,0.0,0.0,0.0,2,44
0.001916,0,14,2,0.0,0.0,0.0,2,44
0.001918,0,14,2,0.0,0.0,0.0,2,44
0.0019199999999999998,0,14,2,0.0,0.0,0.0,2,44
0.0019219999999999999,0,14,2,0.0,0.0,0.0,2,44
0.001924,0,14,2,0.0,0.0,0.0,2,44
0.001926,0,14,2,0.0,0.0,0.0,2,44
0.0019279999999999998,0,14,2,0.0,0.0,0.0,2,44
0.0019299999999999999,0,14,2,0.0,0.0,0.0,2,44
0.001932,0,14,2,0.0,0.0,0.0,2,44
0.001934,0,14,2,0.0,0.0,0.0,2,44
0.001936,0,14,2,0.0,0.0,0.0,2,44
0.0019379999999999998,0,14,2,0.0,0.0,0.0,2,44
0.0019399999999999999,0,14,2,0.0,0.0,0.0,2,44
0.001942,0,14,2,0.0,0.0,0.0,2,44
0.001944,0,14,2,0.0,0.0,0.0,2,44
0.0019459999999999998,0,14,2,0.0,0.0,0.0,2,44
0.0019479999999999999,0,14,2,0.0,0.0,0.0,2,44
